Date,Type,,Name,Location,State,Area,Wall / Boulder,Link,Grade,,,Danger,Status,,Protection,A.,Notes,Rating,Felt,Suggested
2/19/2023,Boulder,the-garden-climbing-fight-club,Fight Club,The Garden Climbing,OR,Garden Main,Fight Club Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,,"Attempt. First time on the boulder, the start is tricky, right up to a sharp bump that digs into your finger to make the left move work. Left foot low with a knee on the left face, high right heel, fell back into next move. Couldn't hit the dyno past that.",,,V8
2/19/2023,Boulder,the-garden-climbing-octernal,Octernal,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V7,7a+,42,-,Attempt,FALSE,Pads,,Attempted. Worked bottom section with new left bump beta. Struggled with the stand match. Finally made it and worked 3 moves past the lightning bolt and almost to the finish before falling due to pump.,,,V7
2/20/2023,Boulder,the-garden-climbing-fight-club-2,Fight Club 2,The Garden Climbing,OR,Garden Main,Fight Club Boulder,Mountain Project,V10,7c+,55,-,Attempt,FALSE,Pads,,"Not a true attempt, just felt the holds and tried to pull on to the center section with left hand on razor crimp. Someone else was projecting that day.",,,V10
2/20/2023,Boulder,the-garden-climbing-fight-club,Fight Club,The Garden Climbing,OR,Garden Main,Fight Club Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,,"Attempt. Got some good beta and made every move in isolation minus the last bump and top-out. Right up to sharp pebble, dig it into skin. Left out, right heel hard, left foot with a low knee on the right face, sink in and grab the dish. Toe high at dagger, launch for good hold. Control and put a heel on arete. Drop left foot to flag and go to undercling. Bring left foot to lower pebble and bring right foot to a heel on dish. Bump right twice. You can use intermediate before last hold left of it. Cross and exit out left.",,,V8
2/20/2023,Boulder,the-garden-climbing-undertow,Undertow,The Garden Climbing,OR,Garden Main,Undertow Boulder,Mountain Project,V3,6a,21,-,Attempt,FALSE,Pads,,"Attempt. After hard session and minimal pads, didn't risk for higher holds. Holy that jug is sharp, friend got huge flapper. Harder than I thought it would be.",,,V3
2/20/2023,Boulder,the-garden-climbing-octernal,Octernal,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V7,7a+,42,-,Sent,TRUE,Pads,,"Day after projecting but before rain, so not as strong as day before but dialed. Sit start was dialed, match was alright, just caught it dynamically. Struggled with jump. Had one go that got far, then had another that fully sent. Beach whaled the end.",,,V7
3/4/2023,Route,smith-rock-state-park-heresy,Heresy,Smith Rock State Park,OR,Christian Brothers,Christian Brothers,Mountain Project,5.11c,6c+,36,-,Hung,FALSE,Bolts,,"Linked in 3 parts. Made the dyno after Alan Watts blessing. First section crimp the good thin edges until you get the heel in the pocket. Raise left to undercling and scum right knee to lift in. Rest with arms in hueco. Left side-pull with feet below. Right foot in pebble right below to grab bad side of crimp. Cross feet and bring right out to isolate right to match. Good feet to huge move. Move feet and match on jug. Big moves til jugs. Right foot low, left up on disc, stand up dyno to right side.",,,5.11c
3/4/2023,Route,smith-rock-state-park-double-trouble,Double Trouble,Smith Rock State Park,OR,Christian Brothers,Christian Brothers,Mountain Project,5.10b,6a+,23,-,Attempt,FALSE,Bolts,,Not a send. Stick clipped my way up this nasty greasy route.,,,5.10b
3/5/2023,Route,smith-rock-state-park-heresy,Heresy,Smith Rock State Park,OR,Christian Brothers,Christian Brothers,Mountain Project,5.11c,6c+,36,-,Hung,FALSE,Bolts,,"Attempted. New high point right up to the dyno, three times. Couldn't hit the dyno. Hardest move has become the match of the crimp, holding right hand to being left up. A cross through works but is touch. There is a small 1/4 pad pocket for right pointer. Right side-pull is best high. Sloper on left has a 1/8 pad divot for middle finger and can be held like a pinch with a 2mm edge for thumb. Use a left foot on 2mm platform and a high right for static reach to jug. 3rd bolt is best clipped with right hand, left with meat hook and right foot on ledge with a back flag.",,,5.11c
3/16/2023,Boulder,the-garden-climbing-swollen-member,Swollen Member,The Garden Climbing,OR,Garden Main,Swollen Member Boulder,Mountain Project,V3-4,6a+,23,-,Attempt,FALSE,Pads,,"Attempted. About time. Felt weak. Right double toe to move right in, heel left to lift left to sidepull, crank over.",,,V3-4
3/16/2023,Boulder,the-garden-climbing-the-locksmith,The Locksmith,The Garden Climbing,OR,Garden Main,Azain Boulder,Mountain Project,V4,6b,25,-,Attempt,FALSE,Pads,,"Attempted. Modest attempts to show the problem to others. First move required heel, second is just precise. Didn't get to side-pull on slab but didn't exactly care to. Top isn't rope-able.",,,V4
3/16/2023,Boulder,the-garden-climbing-fight-club,Fight Club,The Garden Climbing,OR,Garden Main,Fight Club Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,,"Attempted. Dial first heel still not consistent. You have to fall into the heel and if not placed right you fall. Dialed the dyno again. I wanted to try hand heel match off rip, but I'm not flexible enough. I'll go with an alternate beta, no precise heel, just enough to bump dish to sidepull. Saved skin for tomorrow, taped up every finger.",,,V8
3/17/2023,Boulder,the-garden-climbing-bag-of-tricks,Bag of Tricks,The Garden Climbing,OR,Garden Main,Azain Boulder,Mountain Project,V3,6a,21,-,Attempt,FALSE,Pads,,"Attempted. Gumby was too wet, but the rock-over was as fun as I remember.",,,V3
3/17/2023,Boulder,the-garden-climbing-the-siren,The Siren,The Garden Climbing,OR,Garden Main,Azain Boulder,Mountain Project,V5,6c,31,-,Attempt,FALSE,Pads,,"Easily went through the moves up to hand over the top. Just showing a friend beta. He couldn't keep right foot down on start, had a weird back flag to push over, using an intermediate. Big reach for some, requires some trickery to move left hand over. Razor on side pull is still amazing. Keep right hand high on meat hook. Pinch feels fine, crux is so easy now. Tried different betas for friends.",,,V5
3/17/2023,Boulder,the-garden-climbing-silly-steep-mantle,Silly Steep Mantle,The Garden Climbing,OR,Garden Main,Next to Undertow Boulder,Mountain Project,V1+,5,14,-,Attempt,FALSE,Pads,,Attempted. That was hard. Maybe I just don't understand the start and big move to jug. Last mantle looks fun.,,,V1+
3/17/2023,Boulder,the-garden-climbing-tide-pool,Tide Pool,The Garden Climbing,OR,Garden Main,Undertow Boulder,Mountain Project,V3-4,6a+,23,PG-13,Attempt,FALSE,Pads,,"Attempted. Didn't realize this was a route. Good foot out right broke. Tried from side-pull, bumping up to jug. Wasn't sure how to get high enough from then. Didn't have many pads or experienced spotters, we'll see if I go back again. Great feet below and to the left.",,,V3-4
3/17/2023,Boulder,the-garden-climbing-undertow,Undertow,The Garden Climbing,OR,Garden Main,Undertow Boulder,Mountain Project,V3,6a,21,-,Attempt,FALSE,Pads,,"Attempted. Didn't feel like going for top-out. Worked out different betas for friends. Crossed start to right far, foot on start is best beta. Tried not crossed throw, love crimp off start. Just fun to try the route differently.",,,V3
3/17/2023,Boulder,the-garden-climbing-gumby-traverse,Gumby Traverse,The Garden Climbing,OR,Garden Main,Azain Boulder,Mountain Project,V1,5,13,-,Flash,TRUE,Pads,,"Showing to some friends, pretty nice feet although one whole section was wet.",,,V1
3/17/2023,Boulder,the-garden-climbing-fight-club,Fight Club,The Garden Climbing,OR,Garden Main,Fight Club Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,,"Attempted. Not a great session. Don't tape early. Drop left foot to find first heel. Dyno didn't feel great. Heel is just hard, maybe Andrew Child's beta is best for me. Felt weak. Tried heel match early. Didn't work great. Tried heel scum, very difficult. I should really work this in pieces.",,,V8
3/18/2023,Route,eagles-rest-trailhead---upper-bohemian-slab-city,Bohemian Slab City,Eagles Rest Trailhead - Upper,OR,Upper Vista Wall,Upper Vista Wall,Mountain Project,5.9,5c,17,-,Lead,TRUE,Bolts,,"Done it before, been a long time. First time leading it successfully. Set top rope for Jazmyn. Nice climb, easier than I remembered. Very slabby, good feet, great jugs. What I remembered being the crux had massive jugs on the left, and hardly let off from being slab. I used all bolts but last few are entirely skip-able. Someone took down the rope going up the sketchy part, bummer because it's hard to get down. Bring a head lamp.",,,5.9
3/22/2023,Boulder,carver-climbing-club-cedar-arête,Cedar Arête,Carver Climbing Club,OR,Stump Boulders,Cedar Boulder,Mountain Project,V3,6a,21,-,Sent,TRUE,Pads,,"Pretty tricky. I like starting with a foot on the overhanging face on the ledge. I can then crimp the little crimp ledge under the jug to move under and match, then make my way back. Mostly ignoring the best holds for worse ones that are better placed.",,,V3
3/22/2023,Boulder,carver-climbing-club-cedar-direct,Cedar Direct,Carver Climbing Club,OR,Stump Boulders,Cedar Boulder,Mountain Project,V7,7a+,42,-,Attempt,FALSE,Pads,,"Attempted and got closer, just need a day when I can fan and really crank. I almost want to start crossing to get the right pointer on the meatiest part. Dry fire potential is huge. I'm going for the top ledge, which is probably a mistake.",,,V7
3/22/2023,Boulder,carver-climbing-club-super-cool,Super Cool,Carver Climbing Club,OR,Columbia Boulders,Columbia Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,,"Attempted. New favorite. The start is too hard. I can lift off the ground with a close foot, but holding the lock off with my left hand to move right out to the side pull is hard. With the side-pull, pinch the crystal and crank backward and down. With the left foot up on the start and right foot toe hook, I was able to bring the left into the undercling. The right hand is so badly placed and needs to be pinched in a weird way. I could bring my feet over but couldn't jump to the next hold. From the next hold though I was able to the mantle. Would love to train and come back.",,,V8
3/22/2023,Boulder,carver-climbing-club-go-again,Go Again,Carver Climbing Club,OR,Columbia Boulders,Carver Classic,Mountain Project,V1,5,13,-,Attempt,FALSE,Pads,,"Attempt. Couldn't figure out the big move out to the left. Just an awkward foot. Only hands lean right, and no feet out to the right to push from. I think the right arete has some important function but I only gave it a few tries with tall beta reaching for the left.",,,V1
3/22/2023,Boulder,carver-climbing-club-button-hole,Button Hole,Carver Climbing Club,OR,Stump Boulders,Button Hole,Mountain Project,V2,5+,17,-,Sent,TRUE,Pads,,"Hate this climb, but had to haze Jason into doing it. I use a left foot drop knee close, and a right foot out to bring left to side-pull. Bring right foot up to good ledge by start, then bring right hand up to second side pull. From there it's free.",,,V2
3/22/2023,Boulder,carver-climbing-club-triangle-face,Triangle Face,Carver Climbing Club,OR,Triangle Boulders,Triangle Boulder,Mountain Project,V7,7a+,42,-,Sent,TRUE,Pads,,"Sent the first day of projecting. The first move is the hardest, and honestly just my style. The hardest part about the first move is making the huge move with a right drop knee and keeping the right foot on. The foot is glossy and has to be super intentionally twisted, with pressure maintained on the knuckle of your toes. I go for the gaston pinch. Once I stabilize and hold tension, I keep my left foot flagged and try to isolate as much pressure onto my left hand which is just facing backward and pushing back. I bump my right hand to the good pinch in a desperate move. I caught it so badly but kept going. Left foot goes up to a drop knee, lunge out in a big move to the edge. Great hold, cut feet, and bring the right foot next to the start and left out to a tiny ledge. Lunge for right, great hold again. Bring feet so high up to pinch. Right foot on a little ledge. Do a sketchy bump of the right hand to the tip.  You can match, then it's a matter of throwing a heel out to the right, getting the side-pull, and pressing down with the left hand to a sketchy finish.",,,V7
3/22/2023,Boulder,carver-climbing-club-carver-classic,Carver Classic,Carver Climbing Club,OR,Columbia Boulders,Carver Classic,Mountain Project,V4,6b,25,-,Sent,TRUE,Pads,,"What a nasty little climb. I thought the beginning was hard enough. The first move is a dynamic bump to a crimp ledge. Get a hand-heel match on the left start to bump the left hand to a good edge pretty high up. From there I heel the right start, and rise, bumping my right hand up until I can grab a good meat hook. Then I set my left foot on a ledge under and right foot on a foot plate past the start, and reach with my left, trying to catch it before my hand blows. You can then maneuver right with the crimp edge to get a better hold. Holy fuck, the top-out was so bad. Get a right foot on crimp ledge, left on a crystal, then just fucking squeeze your way up. I had to crimp mud to make it work, and took a rest once I got the trunk. Felt so scuffed and terrible. That top-out almost got me.",,,V4
3/22/2023,Boulder,carver-climbing-club-trask,Trask,Carver Climbing Club,OR,Columbia Boulders,Columbia Boulder,Mountain Project,V0,4,7,-,Sent,TRUE,Pads,,"Little spooky, no experience with high balls. Felt pretty good up until the ledge. You have to get a high left foot, without holds above you, just the shitty ledge, and mantle to a higher bad foot, then trust your left foot enough to reach up and grab the next hold. Very spooky, but glad I got that done. Seeing Jason fearlessly attack it certainly helped.",,,V0
3/22/2023,Boulder,carver-climbing-club-naughty-karate,Naughty Karate,Carver Climbing Club,OR,Stump Boulders,Stump Boulder,Mountain Project,V10,7c+,55,-,Attempt,FALSE,Pads,,"Attempted. Just the starting moves. Michael was projecting. First move is a super big reach with a heel that I couldn't get. Started from far left jug, got the heel-toe cam on start which felt great, was able to reach below crimp but not all the way up.",,,V10
3/25/2023,Boulder,stinson-beach-little-wing-(sit),Little Wing (Sit),Stinson Beach,CA,Stinson Beach,Are You Experienced Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,,"More attempts, wasn't feeling great. Could hit side-pull move consistently but shark tooth is giving me issues. Tried bumping left crimp to meat hook with no success. Gotta dial it all in more and commit. Holds were a bit slippery and didn't feel great. Weak body, took a bad fall out left as well.",,,V8
3/25/2023,Boulder,stinson-beach-smiley-face-(stand),Smiley Face (stand),Stinson Beach,CA,Stinson Beach,Are You Experienced Boulder,Mountain Project,V6,7a,38,-,Attempt,FALSE,Pads,,"Attempted. Undercling match close with opposition to lockoff to first crimp. Heel right to bump left to nob, then toe to reach for crimp. I was able to reset feet and get to next crimp but dry fired on the left. Not many attempts, skin was gone.",,,V6
3/25/2023,Boulder,stinson-beach-standard-route,Standard Route,Stinson Beach,CA,Stinson Beach,Are You Experienced Boulder,Mountain Project,V3,6a,21,-,Sent,TRUE,Pads,,"First section was pretty simple. Left lockoff to jug. Right up to second jug, big move to okay left jug. I like left heel on Little Wing sit start, and right heel on right arete to lift into slot. Left to jug, right pinch, left bump. High left foot and right hand grabbing for nothing is a terrifying mantle. Took a moment to commit. Hate that mantle more than any other. Few more betas to slot. Throw for it, heavy back-flag and lock-off left, right foot on little wing sit start left flag and just pull up to jug at top or dyno for it. All of them went. Heel is cleanest. Down-climb sucks and is a traverse that feels bad.",,,V3
3/25/2023,Boulder,stinson-beach-manitou,Manitou,Stinson Beach,CA,Stinson Beach,Are You Experienced Boulder,Mountain Project,V11,8a,59,-,Attempt,FALSE,Pads,,Attempted. Could hit first move. Undercling match to nasty Gaston. But locking off that Gaston that close to your face is so gross. Next hood is too big of a pinch and shit. Next holds are meh. Won't be projecting this one.,,,V11
3/25/2023,Route,stinson-beach-endless-bummer,Endless Bummer,Stinson Beach,CA,Mickey's Beach,Endless Bummer,Mountain Project,5.13c,8a+,62,-,Attempt,FALSE,Bolts,,"First attempts. Rock is sharp, holds are good but strange, large moves between requiring good foot beta. Made it a few clips in to the giant pocket jug. Wind was crazy and it was cold, but perfect sunset climb.",,,5.13c
